Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
scraggsWrong_5bffaf08	boys	You tell 'em, Scraggs.   They're nothing.   These jokers have nothing on you. This is in the bag, Scraggs.   You got this -	game/script.rpy	4001	boys "[what]"
scraggsWrong_8810d810	sc	Boys! Please! Just give me a second.	game/script.rpy	4002	sc "[what]"
scraggsWrong_e7a8f1ce	sc	Aw geeze, now look what you've done. Y-you made me lose it with the boys.	game/script.rpy	4003	sc "[what]"
scraggsWrong_23fe5bb3	sc	I'm sorry boys, I never shoulda spoken to you in that way. You don't deserve that kind of treatment.	game/script.rpy	4004	sc "[what]"
scraggsWrong_96a4b584	boys	It's ok Scraggs!   We forgive you Scraggs.   Forget about it.	game/script.rpy	4005	boys "[what]"
scraggsWrong_c3fa44f7	sc	Now it's personal. No-one disrespects my boys like that.	game/script.rpy	4006	sc "[what]"
scraggsWrong_c92f8624	t	Watch out!	game/script.rpy	4007	t "[what]"
scraggsWrong_43791fbf		The thief dived into you and pulled you to the floor just as a razor-sharp banksia leaf slashed above you.	game/script.rpy	4008	"[what]"
scraggsWrong_d28f5cf4		The pig tackled Scraggs McKenzie and he fell from the branch, screaming vengeance.	game/script.rpy	4010	"[what]"
scraggsWrong_c9ecd079		The banksia boys swung their leaves around them like sawblades, and their dozens of eyes opened and closed in fury.	game/script.rpy	4011	"[what]"
scraggsWrong_1a080627		The thief dragged you up and grabbed the pig. You all darted and dived through the melee until you dove through a door in the tree trunk and slammed it behind you.	game/script.rpy	4013	"[what]"
scraggsWrong_36d66aaa		The thief dragged you up and you both darted and dived through the melee until you dove through a door in the tree trunk and slammed it behind you.	game/script.rpy	4015	"[what]"
scraggsWrong_8847b040		You fell to the floor, gasping. You had some bruises, and you saw that the Master Thief had suffered a slash across their arm.	game/script.rpy	4016	"[what]"
scraggsWrong_99f13a17	t	N-nothing to worry about.	game/script.rpy	4017	t "[what]"
scraggsWrong_07cb393e		The pig nuzzled them with a concerned oink.	game/script.rpy	4019	"[what]"
scraggsWrong_1c53e5e9		You tore off one of your sleeves and bound it around the thief's arm as a bandage. They grumbled about it, but accepted your help.	game/script.rpy	4026	"[what]"
scraggsWrong_3664acb3	t	You're wasting your time, I'm telling you.	game/script.rpy	4027	t "[what]"
scraggsWrong_8af1d2a1	t	One day soon I will make love to the ropemaker's daughter, and the croaking of ravens will be our music for the occasion, and the world will be a better place for it.	game/script.rpy	4028	t "[what]"
scraggsWrong_d3bf2724	t	And then all your work will be for naught.	game/script.rpy	4032	t "[what]" nointeract
scraggsWrong_b2cf0058	pov	Well, you'd better hold on a while longer. I plan to betray you and grab all the treasure for my own, and I can't do that if you're dead.	game/script.rpy	4035	pov "[what]"
scraggsWrong_6f4883c9	t	Fantastic!	game/script.rpy	4036	t "[what]"
scraggsWrong_895b945f	t	Then let the best betrayer win.	game/script.rpy	4037	t "[what]"
scraggsWrong_31753861		They grabbed your hand and shook it.	game/script.rpy	4038	"[what]"
scraggsWrong_e1c8d990		You pulled them up, and you all crept through the tree until you found a rotted red door.	game/script.rpy	4040	"[what]"
scraggsWrong_5ec1b43e		You pulled them up, and you both crept through the tree until you found a rotted red door.	game/script.rpy	4042	"[what]"
scraggsWrong_9e88ace4	pov	Come on. Don't talk like that.	game/script.rpy	4045	pov "[what]"
scraggsWrong_5fc50482		The thief shrugged.	game/script.rpy	4046	"[what]"
scraggsWrong_cb304b25	t	I never learned any other way to talk.	game/script.rpy	4047	t "[what]"
scraggsWrong_da0450c0		They struggled to their feet, and you both crept through the tree until you found a rotted red door.	game/script.rpy	4048	"[what]"
scraggsWrong_b3ddaea4	t	Great idea. We'll draw you into a life of crime yet.	game/script.rpy	4051	t "[what]"
scraggsWrong_62862ed9		You leapt down a well with the pig in your arms, and crept up the underground river until you came across an ancient, leviathan saltwater crocodile.	game/script.rpy	4055	"[what]"
scraggsWrong_0db6b7b7		You leapt down a well and crept up the underground river until you came across an ancient, leviathan saltwater crocodile.	game/script.rpy	4057	"[what]"
scraggsWrong_0b7a63ac	t	Watch this.	game/script.rpy	4058	t "[what]"
scraggsWrong_1af1e653		Before you could say anything, they stole right up to the old master. With a flick of their wrist they stole his claws, and with a twist of their fingers stole his brightest emerald scales.	game/script.rpy	4059	"[what]"
scraggsWrong_358c1ebc	t	Not impressed yet? How about this?	game/script.rpy	4060	t "[what]"
scraggsWrong_c5e3dddf		They began reaching down into his gullet to steal the stones from his belly. You saw the crocodile's jaws about to clamp shut, and you grabbed their midnight cloak and pulled them away just in time.	game/script.rpy	4061	"[what]"
scraggsWrong_9ef56a60		The old lord snapped about in a fury and turned on you.	game/script.rpy	4062	"[what]"
scraggsWrong_c92f8624_1	t	Watch out!	game/script.rpy	4063	t "[what]"
scraggsWrong_7f412335		The thief dived and pulled you to the floor just as its powerful jaws closed above your head.	game/script.rpy	4064	"[what]"
scraggsWrong_9d4c4564		The thief dragged you up and you both darted and dived through the melee until you dove through a door and slammed it behind you.	game/script.rpy	4065	"[what]"
scraggsWrong_8847b040_1		You fell to the floor, gasping. You had some bruises, and you saw that the Master Thief had suffered a slash across their arm.	game/script.rpy	4066	"[what]"
thiefHeal_83ed0743	t	N-nothing to worry about.	game/script.rpy	4071	t "[what]" nointeract
thiefHeal_9e0aa9fa	pov	Are you crazy? That crocodile could have swallowed you whole!	game/script.rpy	4076	pov "[what]"
thiefHeal_21d161dc	t	So much the better. A crocodile's belly is no less than I deserve.	game/script.rpy	4077	t "[what]"
thiefHeal_9d295d6d	t	And you'd be better off not saving me next time, for I plan to soon betray you.	game/script.rpy	4078	t "[what]"
thiefHeal_1c53e5e9		You tore off one of your sleeves and bound it around the thief's arm as a bandage. They grumbled about it, but accepted your help.	game/script.rpy	4082	"[what]"
thiefHeal_3664acb3	t	You're wasting your time, I'm telling you.	game/script.rpy	4083	t "[what]"
thiefHeal_8af1d2a1	t	One day soon I will make love to the ropemaker's daughter, and the croaking of ravens will be our music for the occasion, and the world will be a better place for it.	game/script.rpy	4084	t "[what]"
thiefHeal_370d13d3	t	And then all your work will be for naught!	game/script.rpy	4089	t "[what]" nointeract
thiefHeal_1e4652a7	pov	Well, you'd better hold on a while longer. I plan to soon betray you and grab all the treasure for my own, and I can't do that if you're dead.	game/script.rpy	4092	pov "[what]"
thiefHeal_6f4883c9	t	Fantastic!	game/script.rpy	4093	t "[what]"
thiefHeal_895b945f	t	Then let the best betrayer win.	game/script.rpy	4094	t "[what]"
thiefHeal_31753861		They grabbed your hand and shook it.	game/script.rpy	4095	"[what]"
thiefHeal_bb9457c4		You pulled them up, and you both ventured further into the tunnel. Eventually you found a little silver door in the rock.	game/script.rpy	4096	"[what]"
thiefHeal_9e88ace4	pov	Come on. Don't talk like that.	game/script.rpy	4099	pov "[what]"
thiefHeal_5fc50482		The thief shrugged.	game/script.rpy	4100	"[what]"
thiefHeal_cb304b25	t	I never learned any other way to talk.	game/script.rpy	4101	t "[what]"
thiefHeal_c97033eb		They struggled to their feet, and you both ventured further into the tunnel. Eventually you found a little silver door in the rock.	game/script.rpy	4102	"[what]"
thiefMushroomCavern_ff93b99b		The door opened to reveal the vast cavern of glittering treasure far below. You saw the gold and gems and red mist of incense, just as it was earlier in the night.	game/script.rpy	4108	"[what]"
thiefMushroomCavern_b92eee9d		The door opened to reveal a vast cavern of glittering treasure far below.	game/script.rpy	4110	"[what]"
thiefMushroomCavern_6d5da00c		It was the hollow interior of an enormous strangler fig. A great cavern was formed inside it, cold as ice despite the heat outside.	game/script.rpy	4111	"[what]"
thiefMushroomCavern_7cad57c0		The floor of the cavern was piled with rubies and pearls and glinting onyx and solid gold pieces, larger than your fist.	game/script.rpy	4112	"[what]"
thiefMushroomCavern_d3564ddb		All across the room were lush silks and pillars of precious metals of every type, and riches that would turn the King of Kings green with envy.	game/script.rpy	4113	"[what]"
thiefMushroomCavern_ce6a2138		You inhaled the rich dark scent of incense, and saw glimmering magenta smoke roll across the room and coat it all in a dark haze, smelling of the most incredible spices and herbs and enchanting odours.	game/script.rpy	4114	"[what]"
thiefMushroomCavern_3ed3807f	t	Jackpot.	game/script.rpy	4115	t "[what]"
thiefMushroomCavern_47dbc630		The thief tied a rope around their waist, tied the other end to the doorknob, and began to lower themselves down to the treasure below.	game/script.rpy	4116	"[what]"
thiefMushroomCavern_f15cf35c	t	Come on!	game/script.rpy	4117	t "[what]"
thiefMushroomCavern_8063a600		You tied a rope around you and the pig and lowered yourself down to help the thief.	game/script.rpy	4125	"[what]"
thiefMushroomCavern_72ad74fa		You tied a rope around your waist and lowered yourself down to help the thief.	game/script.rpy	4127	"[what]"
thiefMushroomCavern_52ff043c		They grabbed up a shining goblet, encrusted with rubies and amethysts and chunks of moonstone carved in the shape of wild flowers.	game/script.rpy	4128	"[what]"
thiefMushroomCavern_d9485c7f		As soon as they did, you heard a great terrible rumbling and groaning all around you, and the walls shook. The Mushroom emerged from a trapdoor in the floor and looked around wildly.	game/script.rpy	4129	"[what]"
thiefMushroomCavern_711ba31a	t	Whoops. Looks like we'd better work fast!	game/script.rpy	4130	t "[what]"
thiefMushroomCavern_1494e39a		You grabbed the scimitar and slashed through the rope in a single motion.	game/script.rpy	4133	"[what]"
thiefMushroomCavern_bf5f3bf0		The form of the thief fell down below. As it fell away, you saw it was nothing but a raggedy old cloak stuffed with straw. You felt a sharp point at your back.	game/script.rpy	4134	"[what]"
thiefMushroomCavern_11b4e00f	t	You're learning, my friend. But not quite quick enough. En Garde!	game/script.rpy	4135	t "[what]"
thiefMushroomCavern_28eb0412		You whirled around and barely parried a slash from the thief, but the force of the blow sent you tumbling down and onto a pile of diamonds.	game/script.rpy	4136	"[what]"
thiefMushroomCavern_e08adfb3		You pulled yourself up and fought fiercely across the glittering hills of treasure, gold pieces sliding away with every step.	game/script.rpy	4137	"[what]"
thiefMushroomCavern_90987862		The pig left bravely at the Master Thief, but they effortlessly dodged and it went rolling down the hill, squealing wildly.	game/script.rpy	4139	"[what]"
thiefMushroomCavern_a454b8e3		The Master Thief effortlessly riposted your blows with one hand, while the other hand darted around grabbing nearby gems and stuffing them into their cloak.	game/script.rpy	4140	"[what]"
thiefFinale_c2c70ada	pov	Run!	game/script.rpy	4145	pov "[what]"
thiefFinale_3fa5fff0		You grabbed the thief's and tried to pull them away as they stuffed gems and jewels into their pockets.	game/script.rpy	4146	"[what]"
thiefFinale_c12e0b0a	m	So you've decided to steal from our Lady after all?	game/script.rpy	4147	m "[what]"
thiefFinale_be52e3d4	m	I knew should never have given you a second chance. Curse first, ask questions later, darling, that's what I've always said.	game/script.rpy	4149	m "[what]"
thiefFinale_e359ef54	m	How trite. I hoped you had the originality to avoid rehashing such dull tropes, darling.	game/script.rpy	4151	m "[what]"
thiefFinale_1c4a764c		The floor began to fall away before you, and all the golden treasure sprouted and turned into jellyspots and rust fungus and dog lichen and yellow staghorn and blue mould which bloomed in all directions.	game/script.rpy	4154	"[what]"
thiefFinale_3777d64f		The pig leapt into your arms, grunting in fear.	game/script.rpy	4156	"[what]"
thiefFinale_5e354c86		The black tongues of the earth wriggled out of the treasure horde and lashed around you, and out from the soil emerged ten dozen mushrooms, all identical to the one in front of you. For weapons they held puffballs and shield fungi and spindle toughshanks, and they walked towards you with slow but terrible confidence.	game/script.rpy	4157	"[what]"
thiefFinale_76f5b016	m3	Drop the treasure.   Drop the treasure.  Drop the treasure. 	game/script.rpy	4159	m3 "[what]"
thiefMushroomBattle_63488526		You grabbed a nearby candlesnuff fungus and parried a thrust from the closest mushroom.	game/script.rpy	4169	"[what]"
thiefMushroomBattle_fcfdd73f	m	Hmm. I think I can see glimpses of what you were going for, darling, but ultimately the performance feels superficial and dated.	game/script.rpy	4170	m "[what]"
thiefMushroomBattle_da8c8aed		The mushroom effortlessly disarmed you with a sweep of her toughshank.	game/script.rpy	4171	"[what]"
thiefMushroomBattle_1c22ad44	m2	Disappointing.	game/script.rpy	4172	m2 "[what]"
thiefMushroomBattle_f40e1f50	m4	Agreed. A lackluster piece. One suspects the artist's best days are behind [him].	game/script.rpy	4173	m4 "[what]"
thiefMushroomBattle_b40cf7a5		Their attacks began to push you and the thief towards the edge of the ragged hole in the floor.	game/script.rpy	4174	"[what]"
thiefMushroomBattle_9ef0413b		You ducked back and crammed some tumbling gems into your pockets with your spare hand.	game/script.rpy	4178	"[what]"
thiefMushroomBattle_509bd182		As you did, they burst apart into puffballs which sent a waft of spores out of your pockets. The room began to spin around you.	game/script.rpy	4179	"[what]"
thiefMushroomBattle_166b4b94		You slipped on a scarlet elf cap and began to fall into the pit. Below you, you could hear the slow beating of a great heart, and you looked down and saw pale flesh twisting languidly in the darkness of the earth.	game/script.rpy	4180	"[what]"
thiefMushroomBattle_bdd306f6		The Master Thief threw up a grappling hook and grabbed hold of your waist. The hook caught, and the two of you swung across the cavern to solid ground.	game/script.rpy	4181	"[what]"
thiefMushroomBattle_0e590b2d		Still, you couldn't escape the swarms of fungi.	game/script.rpy	4182	"[what]"
thiefMushroomBattle_92257c80		You tried to run. But you were completely surrounded.	game/script.rpy	4186	"[what]"
thiefMushroomBattle_c927ab26	m3	No-one escapes the Lady's embrace.   Lady's embrace.  No-one. 	game/script.rpy	4187	m3 "[what]"
thiefMushroomBattle_601ad48b	pov	There's too many of them!	game/script.rpy	4190	pov "[what]"
thiefMushroomBattle_8a5537a2	t	Not so fast.	game/script.rpy	4191	t "[what]"
thiefMushroomBattle_44561bff		They took a whistle from their pocket and blew on it, making a harsh, shrill whine echo through the cavern.	game/script.rpy	4192	"[what]"
thiefMushroomBattle_75d1f82b		At first there was silence. The mushrooms paused.	game/script.rpy	4193	"[what]"
thiefMushroomBattle_9f2db760		Then, you heard an answering whistle, deep and loud enough to deafen you.	game/script.rpy	4194	"[what]"
thiefMushroomBattle_cb614279		A brilliant light shone through the windows of the cavern. There was the sound of thundering wheels.	game/script.rpy	4195	"[what]"
thiefMushroomBattle_0ae9bcd0			game/script.rpy	4199	"[what]"
thiefMushroomBattle_9f9aafa4		A train crashed through the walls of the cavern.	game/script.rpy	4204	"[what]"
thiefMushroomBattle_8c66431f		It was swarming with wild and chaotic shapes of all manner of monsters, and you could see a team of things holding onto the front and laying tracks in front of the train as fast as they could as it swerved through the cavern, fungi leaping aside before it.	game/script.rpy	4206	"[what]"
